Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/11/2025 	_aarch64_	(72 CPU)

01:27:26 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:32:21 AM     all     88.98      0.00      1.37      0.01      0.00      9.63
01:32:22 AM     all     89.24      0.00      1.02      0.00      0.00      9.74
01:32:23 AM     all     89.13      0.00      1.12      0.00      0.00      9.75
01:32:24 AM     all     89.43      0.00      1.40      0.00      0.00      9.17
01:32:25 AM     all     81.45      0.00      5.17      0.00      0.00     13.38
01:32:26 AM     all     89.20      0.00      1.04      0.00      0.00      9.76
01:32:27 AM     all     89.12      0.00      1.27      0.00      0.00      9.61
01:32:28 AM     all     89.11      0.00      1.14      0.00      0.00      9.75
01:32:29 AM     all     89.30      0.00      1.15      0.00      0.00      9.55
01:32:30 AM     all     81.41      0.00      5.36      0.00      0.00     13.23
01:32:31 AM     all     86.98      0.00      2.13      0.01      0.00     10.88
01:32:32 AM     all     87.61      0.00      1.20      0.00      0.00     11.19
01:32:33 AM     all     87.66      0.00      1.25      0.00      0.00     11.10
01:32:34 AM     all     87.86      0.00      1.18      0.00      0.00     10.96
01:32:35 AM     all     82.04      0.00      1.30      0.00      0.00     16.66
01:32:36 AM     all     81.85      0.00      6.63      0.00      0.00     11.52
01:32:37 AM     all     89.18      0.00      1.09      0.00      0.00      9.73
01:32:38 AM     all     88.61      0.00      1.06      0.00      0.00     10.33
01:32:39 AM     all     89.02      0.00      1.30      0.01      0.00      9.67
01:32:40 AM     all     88.88      0.00      1.06      0.00      0.00     10.06
01:32:41 AM     all     80.80      0.00      3.41      0.00      0.00     15.79
01:32:42 AM     all     86.27      0.00      4.46      0.00      0.00      9.26
01:32:43 AM     all     89.05      0.00      1.16      0.00      0.00      9.78
01:32:44 AM     all     88.72      0.00      1.32      0.00      0.00      9.96
01:32:45 AM     all     89.13      0.00      1.55      0.03      0.00      9.29
01:32:46 AM     all     47.94      0.00      1.42      0.01      0.00     50.62
01:32:47 AM     all      1.73      0.00      3.07      0.03      0.00     95.18


Average:        all     85.95      0.00      3.20      0.01      0.00     10.84
